,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,n_clusters_best_low,n_clusters_best_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn
0,HLC/3,426,730,38,macds,18,244,6,35,0.55,1460,248,68,163,896,34,66,658,17,103,682,247,207,430,538,718,165,113,538,331,428,205,258,274,270,233,386,275,965,721,211,1144,2252,16,521,12,50,179,4,136,44,35,0.26,0.79,48,19,0.88,0.91,0.8,0.94,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,-1,True,False
1,high,567,1137,20,macd,40,247,6,23,0.96,2441,252,137,56,517,89,78,7,170,241,104,188,215,896,952,878,481,280,202,79,409,170,702,475,348,311,747,697,994,967,226,1291,543,16,428,343,1162,117,34,677,32,18,0.26,0.24,44,50,0.93,0.88,0.97,0.85,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,-1,True,False
2,close,102,1197,49,macd,197,77,6,42,0.43,348,439,84,120,64,89,113,213,61,220,498,72,96,594,232,608,291,37,805,677,265,127,273,52,146,281,107,714,609,513,392,567,1258,35,534,3,39,159,47,970,6,25,0.02,0.14,25,39,0.96,0.92,0.9,0.86,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,-1,True,False
3,HLCC/4,201,1491,27,macd,123,17,6,25,0.55,150,217,24,89,464,112,188,532,110,216,144,101,233,412,839,532,236,116,249,363,290,173,151,587,609,367,135,616,712,656,409,707,2224,34,30,106,1272,143,25,401,30,15,0.46,0.75,18,27,0.95,0.83,0.99,0.8,False,True,False,True,True,True,False,True,False,True,True,False,False,False,True,False,True,-1,True,False
4,HLC/3,109,934,17,macd,173,62,6,19,0.96,607,131,234,97,388,215,59,827,109,152,521,217,166,168,657,457,140,106,705,580,156,40,774,362,723,317,87,509,948,466,365,1319,1506,10,655,19,53,102,12,85,37,19,0.83,0.31,45,18,0.86,0.94,0.92,0.83,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,-1,True,False
5,HL/2,374,1101,37,macdh,216,44,6,43,0.25,995,193,195,88,851,244,118,107,19,90,99,41,83,815,454,405,357,225,747,332,175,104,237,352,892,207,917,423,4,244,112,742,2133,2,377,2,81,79,31,565,8,39,0.21,0.74,5,38,0.83,0.83,0.82,0.89,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,-1,True,False
6,low,341,795,42,macdh,149,237,6,4,0.63,834,917,204,62,984,20,37,407,211,68,284,128,39,846,220,167,73,12,146,748,57,27,482,555,80,120,329,17,439,462,231,845,2097,34,388,69,1218,75,12,846,34,28,0.89,0.61,18,39,0.83,0.98,0.89,0.86,False,True,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True,-1,True,False
7,high,303,1332,4,macd,196,7,6,15,0.3,2400,99,81,170,211,201,51,961,19,70,522,170,150,299,675,473,221,160,164,135,146,115,472,847,257,178,356,919,68,114,282,834,691,5,691,469,514,133,8,305,3,43,0.9,0.57,14,33,0.93,0.83,0.81,0.89,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,-1,True,False
8,open,61,845,39,macds,162,239,6,42,0.75,2340,633,86,159,955,205,17,996,250,212,755,244,42,787,952,628,364,104,953,343,496,426,303,629,822,443,79,956,924,236,193,631,650,28,544,63,997,94,29,708,34,42,0.85,0.93,32,2,0.93,0.98,0.93,0.87,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,False,True,-1,True,False
9,HLC/3,79,1286,36,macds,229,54,6,40,0.7,1664,335,112,27,551,188,107,281,178,24,461,96,187,874,982,426,369,85,218,957,273,73,414,499,624,733,410,709,728,132,104,822,1623,25,805,50,106,93,33,717,14,46,0.71,0.21,41,34,0.95,0.91,0.88,0.85,False,False,True,False,True,True,False,False,False,False,True,True,True,True,True,True,False,-1,True,False
10,HL/2,173,503,48,macds,160,35,6,26,0.16,920,531,81,85,472,122,184,589,193,186,221,187,54,675,812,790,330,155,180,822,411,95,929,915,464,737,624,178,769,533,83,1350,2161,23,414,35,59,151,20,962,49,35,0.72,0.8,4,11,0.85,0.86,0.82,0.91,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,False,-1,True,False
11,low,601,901,41,macdh,115,206,6,32,0.67,832,692,43,180,464,9,103,119,187,159,262,209,101,616,335,650,162,48,122,586,248,63,372,375,695,804,591,490,665,565,103,282,794,35,181,384,868,51,43,167,21,29,0.35,0.39,36,39,0.89,0.91,0.9,0.98,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,-1,True,False
12,HLCC/4,732,742,49,macds,115,244,6,22,0.2,2708,446,130,129,997,92,128,59,109,153,258,214,14,199,497,490,15,8,83,467,422,419,626,333,804,368,738,597,381,523,22,446,2348,19,262,26,103,10,31,775,8,42,0.22,0.48,38,39,0.92,0.93,0.94,0.98,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,-1,True,False
13,open,738,925,22,macdh,67,76,6,26,0.87,2876,658,8,177,484,94,224,821,166,137,218,139,52,178,257,667,500,124,634,538,171,102,575,818,340,713,859,439,288,476,60,830,1505,42,593,267,1018,193,33,865,19,38,0.94,0.78,43,5,0.85,0.8,0.83,0.97,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,-1,True,False
14,high,346,727,32,macd,170,71,6,8,0.91,669,518,208,166,810,155,107,903,91,123,653,128,43,516,766,590,411,52,993,562,240,75,174,921,494,98,408,653,110,388,339,1126,1781,24,57,33,72,154,46,595,11,29,0.47,0.77,10,34,0.83,0.96,0.97,0.93,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,True,True,-1,True,False
15,HL/2,5,1318,43,macd,55,32,6,38,0.67,2337,892,108,179,561,153,113,708,103,181,223,138,158,189,657,625,330,99,877,750,299,237,141,151,152,821,929,925,927,877,440,516,1208,18,185,2,61,17,6,180,48,48,0.97,0.84,6,42,0.97,0.94,0.87,0.97,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,True,-1,True,False
16,low,128,429,14,macdh,21,10,6,21,0.38,1310,766,215,101,362,230,133,512,199,220,831,239,43,499,689,267,95,27,241,295,258,189,11,347,591,930,409,209,364,238,98,1079,910,31,555,19,55,165,46,576,41,47,0.54,0.32,40,1,0.9,0.97,0.89,0.8,True,False,False,True,False,True,True,True,True,True,True,False,False,True,False,False,True,-1,True,False
17,low,419,1475,11,macds,177,134,6,25,0.03,619,803,181,25,601,189,175,79,54,156,971,246,74,101,735,514,291,180,123,446,87,24,408,124,338,763,350,727,912,589,92,1380,1639,16,758,16,86,8,7,101,1,13,0.78,0.07,19,34,0.86,0.88,0.87,0.99,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,True,False,-1,True,False
18,HL/2,340,581,50,macds,33,44,6,46,0.39,2392,345,223,70,330,244,110,965,168,15,503,250,198,265,787,534,287,93,637,575,182,12,318,358,392,162,286,799,266,578,27,1150,724,17,313,19,83,7,38,577,26,45,0.21,0.22,38,17,0.96,0.9,0.93,0.86,False,False,False,True,True,True,True,True,False,False,True,False,True,False,False,True,True,-1,True,False
19,OHLC/4,652,720,30,macdh,25,186,6,43,0.9,1190,620,8,86,541,109,155,818,158,185,394,230,19,881,703,700,328,221,119,625,172,159,158,626,650,539,629,669,636,153,488,622,2126,42,412,48,98,43,5,36,8,19,0.94,0.05,48,3,0.89,0.9,0.92,0.94,False,True,False,False,True,False,True,False,True,True,True,False,False,True,False,False,False,-1,True,False
20,close,185,1494,49,macdh,191,2,6,5,0.11,1174,636,77,194,988,235,168,946,176,194,37,227,127,431,811,777,343,136,920,747,249,173,796,285,284,804,422,600,59,207,38,558,2170,16,450,29,95,99,33,906,21,10,0.01,0.72,39,39,0.98,0.99,0.86,0.93,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,-1,True,False
21,HLCC/4,252,1109,50,macds,206,143,6,3,0.7,2926,69,104,59,757,21,204,205,211,121,259,21,210,802,976,713,388,115,42,937,443,45,517,498,339,428,927,189,526,707,149,174,1785,24,594,7,106,194,43,633,28,2,0.14,0.03,23,16,0.95,0.83,0.82,0.92,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,True,-1,True,False
22,OHLC/4,350,795,39,macds,32,82,6,13,0.41,2291,691,107,152,561,42,46,599,77,222,117,5,22,873,864,406,142,53,899,102,82,33,988,871,750,289,505,82,857,895,491,1396,1565,31,516,25,79,12,28,480,1,50,0.73,0.13,38,32,0.86,0.91,0.81,0.86,True,False,False,True,False,False,True,False,False,False,True,False,True,True,True,True,False,-1,True,False
23,low,68,401,21,macds,171,19,6,46,0.59,2232,724,173,11,663,18,128,54,148,168,302,3,136,588,369,366,126,60,240,129,122,68,476,969,687,175,374,995,987,668,459,1148,778,18,53,16,69,115,44,772,1,25,0.41,0.16,45,32,0.89,0.91,0.96,0.9,False,False,False,True,True,False,True,True,False,True,False,True,True,True,False,False,True,-1,True,False
24,open,645,866,7,macds,246,174,6,24,0.25,2944,329,221,126,98,157,187,290,224,234,360,140,86,129,965,543,360,19,975,889,261,156,380,550,190,595,90,661,705,806,29,178,299,6,284,6,60,171,49,583,44,5,0.96,0.38,14,5,0.86,0.99,0.89,0.97,True,False,True,True,False,True,True,True,False,False,False,True,False,True,True,False,False,-1,True,False
25,open,390,396,39,macdh,107,10,6,50,0.87,56,535,173,167,227,112,248,924,77,69,803,194,63,380,786,278,171,80,807,496,362,276,340,715,521,254,578,387,650,380,7,951,806,29,957,48,75,141,35,233,3,1,0.77,0.78,9,21,0.97,0.92,0.9,0.87,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,-1,True,False
26,HLCC/4,230,261,15,macdh,243,32,6,6,0.47,517,336,174,171,455,147,210,843,100,10,736,137,232,834,830,552,471,267,105,37,426,157,868,899,537,713,478,806,675,321,312,628,2428,46,763,46,109,130,17,427,47,13,0.84,0.67,46,30,0.8,0.84,0.88,0.85,True,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,True,-1,True,False
27,close,508,667,14,macds,3,161,6,39,0.18,2295,603,93,187,828,216,212,241,32,168,181,53,31,647,895,314,44,28,131,729,414,215,146,117,757,172,910,533,458,450,219,890,679,11,103,32,88,42,21,952,41,47,0.94,0.54,26,44,0.96,0.95,0.91,0.85,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,-1,True,False
28,HLCC/4,92,197,46,macd,73,169,6,43,0.4,1181,210,67,48,247,40,239,686,229,12,107,188,248,366,810,727,500,42,778,277,197,162,145,481,437,859,819,538,504,838,45,182,2451,26,863,12,14,79,13,80,4,28,0.03,0.78,5,23,0.92,0.92,0.81,0.93,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,-1,True,False
29,low,12,149,45,macds,68,169,6,31,0.92,33,724,129,193,265,90,171,703,90,127,417,234,111,134,904,460,417,388,50,762,231,122,224,3,783,651,469,455,828,379,455,658,970,6,758,15,78,115,4,282,24,35,0.8,0.64,23,28,0.88,0.88,0.98,0.85,True,False,True,True,True,False,True,True,False,True,False,True,False,True,True,True,False,-1,True,False
30,HL/2,184,531,8,macd,113,7,6,33,0.42,1145,977,157,185,213,102,239,466,120,175,835,83,206,782,910,554,268,77,982,597,275,71,206,726,403,281,210,865,887,642,85,889,929,4,357,448,1169,92,12,348,39,10,0.63,0.35,23,10,0.98,0.91,0.95,0.8,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,True,False,-1,True,False
31,open,365,509,26,macdh,97,37,6,46,0.62,2148,738,173,155,63,158,245,553,86,22,627,142,13,459,786,538,32,8,91,44,181,154,997,625,543,281,129,130,21,873,15,725,846,12,407,13,85,134,34,86,49,49,0.03,0.32,4,11,0.98,0.88,0.98,0.85,False,False,True,False,True,True,False,False,False,True,True,True,False,True,False,True,True,-1,True,False
32,close,68,978,44,macds,210,245,6,26,0.97,1681,305,24,230,746,36,63,427,46,168,820,66,241,93,894,795,446,256,234,187,427,294,849,800,636,626,32,278,686,260,71,474,428,41,809,3,90,97,10,233,47,47,0.92,0.25,21,18,0.93,0.95,0.89,0.95,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,-1,True,False
33,high,209,743,50,macds,19,128,6,2,0.2,1892,905,83,249,569,44,120,98,3,133,393,73,170,586,172,778,274,67,221,454,132,88,126,367,935,350,438,682,155,943,255,1070,1304,44,323,39,48,65,48,476,30,15,0.94,0.86,43,47,0.9,0.83,0.96,0.96,False,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,True,-1,True,False
34,OHLC/4,651,791,14,macds,196,153,6,11,0.76,672,250,223,115,788,128,235,483,213,167,738,215,244,953,612,272,53,50,104,695,289,103,556,296,622,448,450,414,504,505,256,743,1057,8,152,7,66,167,7,498,35,34,0.44,0.76,18,26,0.99,0.99,0.95,0.8,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,-1,True,False
35,close,393,709,10,macd,26,134,1,22,0.34,1448,516,221,26,121,115,186,932,105,212,477,104,210,8,807,462,370,31,204,84,394,271,946,280,252,768,601,435,931,119,114,1346,124,44,76,61,864,77,22,370,24,20,0.22,0.89,30,15,0.0,0.0,0.0,0.0,True,True,False,False,True,True,True,True,False,False,True,True,True,False,True,False,True,-1,True,False
36,HL/2,405,728,26,macd,16,3,6,37,0.05,278,382,74,25,303,52,88,183,207,196,686,76,100,688,979,491,475,156,57,891,230,217,602,439,163,86,237,733,590,296,428,650,137,19,321,7,47,182,38,331,43,6,0.97,0.07,28,40,0.95,0.84,0.94,0.95,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,-1,True,False
37,HL/2,318,739,9,macdh,137,155,6,12,0.15,2208,460,159,51,434,130,122,821,209,74,490,175,245,392,594,237,313,24,214,933,500,225,535,40,359,111,432,919,24,122,469,1019,1437,20,968,51,115,9,23,252,42,9,0.77,0.47,20,27,0.86,0.93,0.84,0.84,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,-1,True,False
38,HL/2,433,543,7,macdh,239,18,6,18,0.61,1268,629,58,101,652,144,32,812,108,81,664,247,11,241,559,44,286,37,178,30,297,54,268,830,585,529,917,665,331,680,77,303,494,11,728,181,715,166,50,207,26,14,0.64,0.44,14,18,0.95,0.83,0.99,0.95,True,False,True,False,False,False,False,False,True,True,True,False,True,True,False,True,False,-1,True,False
39,HL/2,559,1114,17,macd,175,120,6,45,0.97,411,704,142,144,872,18,147,34,231,180,335,120,21,954,584,828,357,293,99,253,124,93,229,13,566,146,339,663,388,615,242,507,810,12,126,18,96,187,34,407,23,27,0.49,0.78,23,20,0.95,0.95,0.9,0.8,True,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,True,-1,True,False
40,HL/2,665,687,25,macdh,74,63,6,17,0.39,1770,288,6,87,804,194,89,289,218,212,271,52,109,32,716,653,192,100,784,665,461,208,883,670,376,487,840,407,37,542,493,1113,1876,29,693,49,93,93,27,371,48,34,0.05,0.72,42,44,0.94,0.89,0.9,0.92,True,True,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,-1,True,False
41,low,248,941,10,macdh,164,232,6,28,0.55,2603,533,135,22,761,54,203,324,168,193,645,56,97,737,870,784,467,351,214,152,462,393,659,823,373,781,324,966,588,526,379,754,453,40,459,47,76,59,28,542,22,25,0.34,0.85,47,25,0.87,0.87,0.91,0.95,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,-1,True,False
42,high,190,744,40,macds,241,29,6,27,0.93,1871,538,10,72,59,161,169,620,85,217,921,62,221,58,918,851,364,10,791,295,229,187,749,458,530,822,935,572,322,180,312,1270,1141,4,362,43,89,81,49,679,26,17,0.97,0.28,49,26,0.97,0.89,0.93,0.96,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,-1,True,False
43,OHLC/4,455,811,25,macds,208,50,6,21,0.51,1078,725,214,92,902,16,114,960,110,64,801,132,49,834,364,322,254,47,227,455,336,249,139,274,339,357,302,232,348,721,434,582,1789,3,954,43,93,113,39,80,10,30,0.05,0.58,39,43,0.82,0.97,0.8,0.82,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,True,-1,True,False
44,low,212,1172,34,macd,83,171,6,18,0.65,2212,499,105,192,908,5,173,943,115,90,529,17,63,342,623,397,321,88,186,885,364,298,972,933,60,952,65,9,769,931,387,838,812,10,140,14,110,104,27,730,27,16,0.2,0.15,41,38,0.96,0.88,0.86,0.92,False,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,True,-1,True,False
45,open,256,641,35,macd,103,160,6,45,0.22,2412,79,182,223,944,164,69,291,13,233,447,149,57,577,836,678,434,387,701,159,105,102,534,637,380,27,526,120,901,755,92,1076,2219,43,40,43,103,53,50,478,14,41,0.16,0.97,12,10,0.98,0.85,0.97,0.82,True,False,True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,-1,True,False
46,open,665,816,6,macdh,198,121,6,33,0.12,959,694,243,144,457,86,45,192,98,142,93,95,201,536,551,64,231,6,170,373,109,106,737,188,704,381,926,376,22,686,235,270,1801,45,986,20,107,72,8,997,42,16,0.28,0.38,10,14,0.81,0.92,0.88,0.94,True,True,False,False,False,False,True,False,False,True,True,True,True,False,True,True,False,-1,True,False
47,HL/2,242,535,50,macdh,179,32,6,12,0.14,2885,554,36,201,626,158,235,631,221,44,694,131,222,976,754,199,48,35,954,152,93,69,233,227,778,585,925,747,747,576,349,1166,754,6,929,45,47,18,4,794,29,1,0.28,0.6,7,7,0.96,0.82,0.87,0.99,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,-1,True,False
48,HL/2,673,1267,4,macd,234,58,6,42,0.93,239,714,142,248,471,130,50,971,180,74,939,26,176,376,719,626,81,47,217,165,147,4,470,583,205,154,548,402,383,205,167,169,1497,28,723,3,47,190,21,393,43,17,0.14,0.31,48,22,0.85,0.89,0.91,0.87,False,False,True,False,True,False,True,True,False,False,False,True,False,True,True,False,True,-1,True,False
49,HL/2,32,1246,25,macdh,244,74,6,46,0.97,2875,544,140,161,484,49,185,338,196,117,436,204,235,558,894,590,391,125,850,241,184,99,975,30,454,273,47,367,104,685,40,49,1512,38,13,428,1042,28,22,379,26,34,0.71,0.92,31,14,0.9,0.87,0.8,0.83,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,True,False,-1,True,False
50,HL/2,365,1457,35,macd,224,30,6,44,0.16,1328,111,54,129,557,165,130,701,220,238,898,104,191,992,928,779,193,133,248,566,385,130,76,666,78,797,505,315,627,714,117,215,1425,29,314,38,85,52,47,12,22,24,0.92,0.74,29,42,0.9,0.87,0.93,0.8,True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,False,True,-1,True,False
51,close,410,494,28,macdh,179,13,6,17,0.91,981,185,19,173,313,9,27,615,173,102,17,151,80,350,210,230,111,5,109,415,306,80,252,729,281,930,887,944,303,446,105,532,1375,10,920,25,53,82,27,593,28,40,0.3,0.27,25,44,0.95,0.82,0.96,0.82,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,True,-1,True,False
52,open,381,929,47,macdh,202,171,6,35,0.44,1566,257,93,214,220,235,117,630,196,113,817,140,132,68,753,613,425,367,946,524,219,74,199,916,950,711,389,540,559,374,54,1221,237,17,938,8,35,38,23,732,15,37,0.92,0.41,28,3,0.91,0.9,0.97,0.94,False,True,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False,-1,True,False
53,HLC/3,595,1447,37,macd,61,143,6,36,0.25,1540,389,128,177,880,229,6,318,125,3,671,111,144,601,957,741,474,234,90,730,88,36,241,157,380,21,848,628,919,974,373,976,329,13,424,49,94,74,6,113,27,42,0.55,0.87,10,11,0.88,0.82,0.99,0.94,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,-1,True,False
54,high,650,968,5,macdh,107,109,6,49,0.12,1937,321,34,128,127,147,189,511,107,242,744,234,148,684,592,428,301,189,802,404,341,93,43,514,472,301,459,545,54,271,80,839,789,20,438,18,47,202,47,725,50,16,0.83,0.19,11,37,0.89,0.96,0.81,0.89,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,-1,True,False
55,low,542,894,39,macds,222,171,6,2,0.69,226,860,180,104,24,207,47,966,42,142,711,219,234,593,680,277,186,27,580,95,321,290,213,566,922,328,446,784,989,104,485,1152,405,16,586,47,84,130,48,702,18,12,0.22,0.91,11,48,0.94,0.98,0.94,0.8,False,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,True,-1,True,False
56,HLC/3,133,431,34,macd,88,212,6,11,0.59,1557,170,130,170,318,239,228,45,220,59,514,236,191,623,303,725,359,72,209,565,284,95,951,435,840,217,461,57,616,66,422,591,722,37,236,23,100,197,45,385,10,8,0.19,0.76,23,41,0.86,0.83,0.87,0.97,True,True,False,False,False,True,False,True,False,False,True,True,False,True,True,True,False,-1,True,False
57,close,261,387,8,macd,100,190,6,38,0.1,344,977,242,119,995,248,176,473,35,29,588,89,39,59,954,386,281,85,292,247,239,102,999,840,438,796,105,777,360,9,38,1313,1594,32,967,5,76,93,5,180,15,18,0.34,0.69,47,33,0.84,0.85,0.85,0.91,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,-1,True,False
58,open,54,534,49,macd,193,42,6,38,0.07,2951,877,26,37,64,72,36,41,153,45,413,57,72,914,753,873,388,217,457,309,252,4,815,409,879,547,541,179,673,84,226,1044,326,28,942,17,74,33,14,420,15,21,0.6,0.88,23,6,0.8,0.88,0.92,0.97,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,-1,True,False
59,close,350,1004,24,macds,174,24,6,30,0.97,1385,882,33,6,105,36,45,688,88,177,842,175,223,267,792,281,155,20,944,848,127,73,288,432,650,441,553,348,864,794,293,701,827,17,333,12,18,75,16,470,14,25,0.2,0.59,42,32,0.91,0.91,0.85,0.97,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,True,-1,True,False
60,HLC/3,4,57,23,macd,167,53,6,34,0.63,2107,514,221,176,646,246,149,273,223,170,632,51,7,670,558,443,386,156,145,841,292,79,530,742,757,813,786,222,203,491,416,507,1308,42,755,11,41,117,6,482,11,6,0.32,0.98,48,15,0.93,0.81,0.83,0.95,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,False,-1,True,False
